|name              |ra        |dec      |flux_1_100_gev|flux_1_100_gev_error|detection_significance|spectrum_type   |alt_gammaray_name_1|assoc_name                  |analysis_flags|
Display all params|4FGL J0856.0-4724c|08 56 02.8|-47 24 36|    1.6620e-10|          9.7485e-11|                3.3162|PowerLaw        |                   |                            |          4128|
Display all params|4FGL J0032.5-4724 |00 32 35.9|-47 24 14|    6.0369e-11|          1.7999e-11|                5.5947|PowerLaw        |                   |SUMSS J003222-472538        |           000|
Display all params|4FGL J0611.4-4722 |06 11 24.9|-47 22 58|    1.0197e-10|          2.2647e-11|                4.9747|PowerLaw        |                   |                            |           004|
Display all params|4FGL J1936.9-4720 |19 36 58.0|-47 20 24|    6.5517e-10|          4.5118e-11|               26.5090|PowerLaw        |3FGL J1936.9-4719  |PMN J1936-4719              |           000|
Display all params|4FGL J1802.8-4719 |18 02 52.0|-47 19 06|    3.1884e-10|          5.2699e-11|                5.9477|LogParabola     |                   |PSR J1802-47                |           000|
Display all params|4FGL J1822.9-4718 |18 22 56.7|-47 18 17|    4.9996e-10|          4.9550e-11|               13.4638|LogParabola     |3FGL J1823.2-4722  |                            |           000|
Display all params|4FGL J1638.4-4715c|16 38 27.9|-47 15 34|    2.3268e-09|          4.8321e-10|                6.2450|LogParabola     |                   |                            |          8240|
Display all params|4FGL J0437.2-4715 |04 37 15.3|-47 15 16|    2.1546e-09|          6.3086e-11|               76.9089|PLSuperExpCutoff|3FGL J0437.2-4713  |PSR J0437-4715              |           000|
Display all params|4FGL J0809.5-4714 |08 09 30.8|-47 14 43|    3.4223e-10|          4.5137e-11|                8.2971|PowerLaw        |                   |Gamma02 Velorum             |           000|
Display all params|4FGL J1303.1-4714 |13 03 09.1|-47 14 17|    3.5512e-10|          4.6163e-11|                9.4792|LogParabola     |                   |                            |           000|
Display all params|4FGL J2056.2-4714 |20 56 17.2|-47 14 13|    5.3285e-09|          9.9213e-11|              125.0517|LogParabola     |3FGL J2056.2-4714  |PKS 2052-47                 |           000|
Display all params|4FGL J1556.0-4713 |15 56 01.2|-47 13 47|    5.3488e-10|          7.2983e-11|                7.6857|PowerLaw        |                   |1RXS J155608.6-471529       |          8196|
Display all params|4FGL J1431.4-4711 |14 31 29.4|-47 11 40|    4.5502e-10|          5.2290e-11|               11.3525|PLSuperExpCutoff|                   |PSR J1431-4715              |           000|
Display all params|4FGL J1636.9-4710c|16 36 58.6|-47 10 07|    5.2150e-09|          5.3374e-10|               12.3389|LogParabola     |3FGL J1636.2-4709c |                            |          8242|
Display all params|4FGL J0741.4-4709 |07 41 25.3|-47 09 49|    4.1747e-10|          4.4246e-11|               12.9113|LogParabola     |                   |PMN J0741-4709              |           004|
Display all params|4FGL J1721.7-4709 |17 21 42.7|-47 09 02|    3.6462e-10|          6.7365e-11|                6.2952|LogParabola     |                   |SNR G343.0-06.0             |           008|
Display all params|4FGL J0136.2-4708 |01 36 14.9|-47 08 24|    5.2406e-11|          1.8201e-11|                4.2632|PowerLaw        |                   |                            |           000|
Display all params|4FGL J1333.2-4707 |13 33 15.4|-47 07 15|    2.1580e-10|          3.9444e-11|                5.8572|PowerLaw        |                   |                            |           004|
Display all params|4FGL J1325.4-4706 |13 25 26.8|-47 06 53|    3.1129e-10|          5.8860e-11|                5.1110|LogParabola     |                   |                            |           016|
Display all params|4FGL J1656.1-4706c|16 56 08.0|-47 06 24|    6.2978e-10|          1.3196e-10|                5.2365|PowerLaw        |3FGL J1655.7-4712  |                            |           032|
Display all params|4FGL J1910.1-4704 |19 10 09.7|-47 04 13|    2.4861e-10|          3.9286e-11|                7.9159|LogParabola     |                   |                            |           000|
Display all params|4FGL J1345.7-4703 |13 45 48.0|-47 03 17|    1.6044e-10|          4.0552e-11|                4.5858|LogParabola     |                   |                            |           000|
Display all params|4FGL J0041.9-4702 |00 41 56.1|-47 02 45|    7.0644e-11|          1.8382e-11|                7.4017|LogParabola     |                   |RBS 0097                    |           000|
Display all params|4FGL J0308.9-4702 |03 08 57.6|-47 02 28|    2.5475e-11|          1.3907e-11|                3.5189|PowerLaw        |                   |                            |          4096|
Display all params|4FGL J1446.6-4701 |14 46 37.0|-47 01 39|    1.0837e-09|          6.6411e-11|               23.0215|PLSuperExpCutoff|3FGL J1446.6-4701  |PSR J1446-4701              |           000|
Display all params|4FGL J0753.8-4700 |07 53 48.1|-47 00 22|    1.6617e-10|          3.4480e-11|                4.8075|PowerLaw        |                   |                            |           000|
Display all params|4FGL J1008.7-4659 |10 08 47.5|-46 59 07|    1.9707e-10|          3.9490e-11|                4.9966|LogParabola     |                   |PSR J1008-46                |           000|
Display all params|4FGL J0657.4-4658 |06 57 26.4|-46 58 49|    4.5802e-10|          4.3872e-11|               14.7599|LogParabola     |3FGL J0657.6-4701  |PSR J0657-4657              |           000|
Display all params|4FGL J0654.0-4658 |06 54 03.8|-46 58 45|    9.4840e-11|          2.6889e-11|                3.1985|PowerLaw        |                   |                            |          4368|
Display all params|4FGL J1638.5-4657c|16 38 35.2|-46 57 01|    4.6796e-09|          6.7499e-10|               13.0836|LogParabola     |3FGL J1638.6-4654  |SNR G337.8-00.1             |          8226|
Display all params|4FGL J1657.7-4656c|16 57 43.8|-46 56 02|    7.5292e-10|          1.4438e-10|                6.7066|PowerLaw        |3FGL J1657.6-4653  |                            |           050|
Display all params|4FGL J1336.5-4655 |13 36 33.1|-46 55 42|    1.3611e-10|          3.8582e-11|                3.3305|PowerLaw        |                   |                            |          4096|
Display all params|4FGL J0451.8-4651 |04 51 49.3|-46 51 27|    3.8885e-10|          3.4986e-11|               17.1813|LogParabola     |                   |PKS 0450-469                |           000|
Display all params|4FGL J0245.9-4650 |02 45 59.2|-46 50 47|    1.9219e-09|          5.8535e-11|               71.4580|LogParabola     |3FGL J0245.9-4651  |PKS 0244-470                |           000|
Display all params|4FGL J1706.4-4649c|17 06 27.0|-46 49 19|    6.7002e-10|          1.0673e-10|                6.5278|LogParabola     |                   |                            |          8242|
Display all params|4FGL J0621.2-4648 |06 21 12.4|-46 48 26|    1.0775e-10|          2.3965e-11|                5.7529|PowerLaw        |                   |IVS B0619-468               |           000|
Display all params|4FGL J0528.0-4647 |05 28 01.4|-46 47 37|    1.5111e-10|          2.4320e-11|                7.6363|PowerLaw        |                   |                            |           000|
Display all params|4FGL J1401.6-4645 |14 01 38.1|-46 45 57|    2.1437e-10|          3.8667e-11|                6.6670|PowerLaw        |                   |                            |           002|
Display all params|4FGL J1034.7-4645 |10 34 46.6|-46 45 07|    1.5925e-10|          3.4183e-11|                6.0733|PowerLaw        |                   |1RXS J103438.7-464412       |           004|
Display all params|4FGL J1047.9-4642 |10 47 57.8|-46 42 54|    2.7825e-10|          3.6962e-11|               10.2950|PowerLaw        |                   |MRC 1046-463                |           000|
Display all params|4FGL J1639.8-4642c|16 39 48.8|-46 42 51|    4.6675e-09|          5.5762e-10|               10.8048|LogParabola     |                   |                            |          8240|
Display all params|4FGL J1712.5-4642 |17 12 32.2|-46 42 17|    7.3762e-10|          9.3787e-11|                8.7419|LogParabola     |                   |SNR G343.0-06.0             |          8194|
Display all params|4FGL J1457.8-4642 |14 57 53.3|-46 42 08|    1.6965e-10|          4.1462e-11|                6.5490|PowerLaw        |                   |PMN J1457-4642              |           000|
Display all params|4FGL J1638.1-4641c|16 38 07.4|-46 41 22|    2.1265e-09|          4.5302e-10|                5.7508|LogParabola     |                   |                            |          8240|
Display all params|4FGL J0732.7-4638 |07 32 42.6|-46 38 56|    3.1201e-10|          4.4309e-11|               10.3309|LogParabola     |3FGL J0732.2-4638  |PKS 0731-465                |           002|
Display all params|4FGL J1538.0-4638 |15 38 05.8|-46 38 32|    6.4039e-10|          6.6574e-11|               12.6315|LogParabola     |3FGL J1538.4-4656  |                            |           000|
Display all params|4FGL J1658.3-4637c|16 58 22.2|-46 37 44|    7.7581e-10|          1.3735e-10|                6.7032|PowerLaw        |                   |                            |           036|
Display all params|4FGL J1118.2-4634 |11 18 13.9|-46 34 46|    3.0907e-10|          4.1084e-11|                9.8023|LogParabola     |3FGL J1117.7-4632  |PKS 1116-46                 |           000|
Display all params|4FGL J0701.5-4634 |07 01 33.7|-46 34 22|    1.4017e-09|          5.6709e-11|               42.7985|LogParabola     |3FGL J0701.4-4634  |PKS 0700-465                |           000|
Display all params|4FGL J0902.8-4633 |09 02 49.9|-46 33 36|    3.6895e-10|          8.4631e-11|                4.0430|PowerLaw        |                   |                            |         12296|
Display all params|4FGL J1618.7-4633c|16 18 47.2|-46 33 25|    5.6904e-10|          1.0596e-10|                5.0623|LogParabola     |2FGL J1619.0-4650  |PSR J1618-4624              |           033|
Display all params|4FGL J1652.2-4633e|16 52 13.2|-46 33 22|    9.0147e-09|          4.0126e-10|               32.7191|LogParabola     |                   |                            |           004|
Display all params|4FGL J1640.7-4631e|16 40 43.2|-46 31 48|    3.7510e-09|          4.1147e-10|               21.0572|PowerLaw        |2FGL J1640.5-4633  |SNR G338.3-0.0              |           004|
Display all params|4FGL J1209.0-4630 |12 09 04.5|-46 30 07|    1.5421e-10|          3.2387e-11|                6.5267|PowerLaw        |                   |SUMSS J120905-462944        |           000|
Display all params|4FGL J1720.7-4629 |17 20 47.4|-46 29 44|    3.0480e-10|          6.8942e-11|                4.5983|LogParabola     |                   |SNR G343.0-06.0             |           272|
Display all params|4FGL J0506.6-4629 |05 06 36.6|-46 29 14|    1.0519e-10|          2.3118e-11|                8.6100|LogParabola     |                   |                            |           000|
Display all params|4FGL J1013.1-4628 |10 13 11.8|-46 28 38|    1.3561e-10|          3.3798e-11|                4.5109|PowerLaw        |                   |1RXS J101325.8-462814       |           000|
Display all params|4FGL J0128.8-4626 |01 28 50.2|-46 26 11|    9.1371e-11|          1.8768e-11|                5.4272|PowerLaw        |                   |                            |           000|
Display all params|4FGL J1701.9-4625 |17 01 59.0|-46 25 54|    9.3000e-10|          1.3885e-10|                6.5021|LogParabola     |3FGL J1702.1-4623  |                            |          8202|
Display all params|4FGL J0357.6-4625 |03 57 39.2|-46 25 02|    1.6397e-10|          2.1874e-11|               10.1442|PowerLaw        |                   |PKS 0355-465                |           000|
Display all params|4FGL J1951.6-4624 |19 51 36.5|-46 24 56|    9.1129e-11|          2.5736e-11|                4.2360|PowerLaw        |                   |PMN J1951-4625              |           000|
Display all params|4FGL J1322.0-4624 |13 22 03.1|-46 24 53|    1.5846e-10|          4.1258e-11|                4.3563|LogParabola     |                   |                            |           000|
Display all params|4FGL J1623.0-4624 |16 23 01.7|-46 24 51|    6.9604e-10|          1.0519e-10|                6.7982|PowerLaw        |                   |                            |          8202|
